URL,label
https://www.aicm.com.mx,1
http://www.att-100116107741.square.site,0
https://www.markalexander.com,1
https://www.bestweddingsinsantorini.com,1
https://www.mediabeam.com,1
https://better.com.np/login,0
https://www.polikarbonat.com,1
https://www.pershing.com,1
https://xxela0.webwave.dev/,0
http://www.rakutan-card.coeuzs.cn/,0
https://bafybeigzapvok3ig4wctns2nuvbeolpjvjvxzxsq7xylsdcyq7lfrx5xe4.ipfs.w3s.link/,0
http://www.windowfile.itemdb.com,0
https://www.swantaxis.com.au,1
https://www.electionsnwt.ca,1
https://serve-107995.square.site/,0
https://www.rimbeyreview.com,1
https://www.furyu.jp,1
http://www.webboxrep.com,0
https://www.cannesguide.com,1
https://www.inderapotheke.de,1
https://www.dlrect-smtb.jp.ap1.ib.tbtianmye.com/ibg/client/index_pc.php,0
https://ipfs.io/ipfs/bafybeief2z34zkrfkiisublnxyp2yavvv3fy7gqvy3dgayswsynjfnyot4/centralsptyltda1a1sda1.html,0
http://pedrowillianmo.github.io/instagram_login_page/,0
http://www.yciwfgroetpwetaletomqtahecq96qca.defenderlive.com,0
http://www.harm-causer.com,0
http://www.iran-adli-ir.ga,0
https://www.shaheedfoundation.org,1
https://aol-103711.weeblysite.com/,0
https://maildinshaakckjnw137.firebaseapp.com/,0
https://www.hindutamil.in,1
https://www.sophiesorchids.net,1
http://www.7life.com,0
https://www.vanessa.fm,1
http://www.ftp.applesoftupdate.com,0
https://www.owenbrotherscatering.com,1
https://www.goodytwos.com,1
http://www.vpnkerio.com,0
https://www.jengrantham.com,1
https://www.teriskitchen.com,1
https://baccred0--342239.repl.co,0
https://www.psychoanalytischeperspectieven.be,1
https://www.shakers.org,1
https://mail2.goggle.workers.dev/,0
https://www.stvincentsprimary.org.uk,1
https://www.omicsgroup.org,1
http://www.farmapleland.com,0
https://www.heatherllfitzgerald.com,1
https://cloudflare-ipfs.com/ipfs/bafybeihrqtu2tsulqryjd7622vvo4xdjdhlqrf363b425zwdvvxr2prrxi,0
http://www.proxify.com,0
https://www.yorkcityfootballclub.co.uk,1
https://www.designerbrands.com,1
https://www.thefirst.com,1
https://www.opsdash.com,1
https://www.petersteen.be,1
https://tlasecu239744569.779323pch889123.repl.co/,0
https://bqpais.repl.co/,0
https://www.crosstownrebels.com,1
https://online-dream-lifestyle.com/hns.inpn/sbnc.php,0
https://www.alicejamesbooks.org,1
http://www.bn2.zwmdv.com,0
http://www.jhocantemperos.com.br,0
http://www.obsqroject.com,0
https://www.nycservice.org,1
http://www.conectionapis.com,0
https://www.brafton.com,1
https://www.thewoodwardschool.org,1
https://www.phillyliving.com,1
http://www.aise.org,0
https://www.hyundaicapitalbrasil.com,1
https://www.adesignmedia.com,1
https://www.lavozdeasturias.es,1
http://www.healthshiny.com,0
https://www.kinnarps.com,1
https://www.collaborationspharma.com,1
https://ipfs.fleek.co/ipfs/qmslt9n7hxmjx2dn2k8mh2eepe31iewvmoomrlz4jfhuzt/,0
https://www.aep.gov.py,1
https://dev-wbpostalz.pantheonsite.io/web/,0
https://www.ontheclock.com,1
https://www.swiftoilchange.in,1
http://www.cus.cannca.shop,0
https://www.yokohamafc.com,1
http://tinyurl.com/accediareaprivata,0
http://www.on.lc,0
https://www.melissaannsweat.com,1
https://www.ans.edu.ni,1
https://proud-lab-3c9d.tql35vg01086.workers.dev/,0
https://www.edelgive.org,1
https://c7ay03.webwave.dev/,0
https://www.goodjobgames.com,1
https://www.nostalgiacollect.com,1
http://www.alinaghdi.ir,0
http://www.myriamward.com,0
http://www.vor.cc,0
https://att-106905.weeblysite.com/,0
https://www.malaysia.travel,1
https://valpaint.at/bnrh/,0
http://www.slipacard.com,0
https://laboratoriosantarosa.site/,0
https://pub-ab3b1b8206ec46fe9303fdec495b7f51.r2.dev/thiss.html,0
https://www.pjstagingdecorating.com,1
https://paixaoporpatinhas.pt/wp-content/themes/twentysixteen/inc/redirect.php,0
http://www.cleanphonetrksftware.com,0
https://www.radiomaria.ph,1
https://www.vicicollection.com,1
https://www.paddingtoncentral.com,1
https://rebrand.ly/u5d2bu0,0
https://maildinshaakckjnw290.firebaseapp.com/,0
https://www.wecarecoat.com,1
https://www.udiscover-music.de,1
https://www.sayfiereview.com,1
https://www.seasidemulch.com,1
http://dappsledger.net,0
http://www.congtycamvinh.com,0
https://45435345--75676576575.repl.co/,0
https://hellenic-id8921.com,0
https://www.paymentwall.com,1
https://updatenow07.wixsite.com/my-site,0
https://www.pyrat.net,1
https://cebjiankb10.web.app/,0
https://www.rudenko.kiev.ua,1
http://www.answers.blocktrail.com,0
https://www.ponsoftware.com,1
https://ipfs.litnet.work/ipfs/bafybeibl42ktsvapadbw4gsskvweb3bjbcusyi5aa6irr57sbhyki3woha/sharep.html,0
https://www.elemanuzmani.com,1
https://www.dinoriese.com,1
http://www.deccanmarket.com,0
https://www.ugg.com,1
http://www.apacbizpartner.com,0
http://optonline-access-pdf.cf/secure/document/authentication/,0
https://www.officehrmyworkdayemployee.ftp1.biz/,0
http://www.bcfc.xyz,0
https://www.musikindustrie.de,1
https://www.dentistrytoday.com,1
https://www.corptenperu.com/,0
https://www.amytakespictures.com,1
https://cf-ipfs.com/ipfs/qmv3qkm3feuswcx4av2ibis6l8bvmrrewtdv4xxex11dtd,0
https://nanaiprm.github.io/homework_02-facebook,0
https://orange-pine-aa82.surao2hw.workers.dev/,0
https://downpineapplelane.com/w3lls/well-fargo-id-cc-emdouble/wauth-login-present-origin-cob/index.html,0
https://www.prideofindia.co,1
https://www.steamautomobile.com,1
https://www.the-travel-bunny.com,1
http://apple-shine-polyester.glitch.me/ppwve.htm?entity=4892463,0
https://www.haddonhall.co.uk,1
https://www.oslo-norway.ca,1
https://www.snappyshopper.co.uk,1
https://renviamsox-ug3kdw45aa-uc.a.run.app/,0
http://www.uniqu.fburl.fun,0
https://www.idigbio.org,1
https://www.wakingthered.com,1
http://www.2017fly.com,0
https://www.softmogul.com,1
http://aa836595.com/,0
http://www.adikoss.com,0
https://www.ecfmg.org,1
http://nanashousetn.com/mwogqrz/secure/netfiix-fr/account/login.htm,0
https://www.hoverlay.com,1
http://www.gabrieldumortier.be,0
https://www.ccit.edu.cn,1
http://659687.page-naveir58.com/login.php,0
https://www.sprayedout.com,1
https://vihtedmarket.342311.xyz/tdpq3mhh/switch-step/43,0
https://www.gimnasia.org.ar,1
http://www.baixinho11.cf,0
https://www.ch-valence.fr,1
